labels,american,ani,anoth,ask,attack,author,becau,befor,black,case,charg,children,citi,come,commun,control,countri,court,crime,day,death,democrat,depart,did,dont,dure,elect,enforc,famili,feder,fight,govern,group,gun,ha,help,hi,high,home,hou,includ,investig,issu,just,kill,know,later,law,life,live,look,make,man,mani,matter,media,member,month,murder,nation,need,offic,offici,old,onli,peopl,person,place,point,polic,polit,presid,public,recent,report,republican,right,say,school,shooter,shot,sinc,state,student,support,thi,think,time,tri,trump,use,victim,violenc,want,way,week,weon,white,work,year
left,0,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,1,0,0,0,2,0,1,0,0,0,1,0,1,1,1,0,0,0,0
left,1,2,0,1,0,0,1,0,3,0,0,0,2,0,6,0,3,0,0,2,1,0,0,0,0,3,1,0,0,0,1,0,1,7,3,0,0,1,2,0,1,0,0,2,1,2,1,1,0,4,2,1,0,1,0,0,1,2,0,1,1,1,0,1,2,8,0,1,1,1,1,0,0,0,0,0,1,3,3,0,0,0,1,10,2,5,1,3,1,0,0,0,6,2,2,2,1,1,1,3
left,0,11,7,10,2,3,3,5,7,7,3,1,5,7,0,0,2,3,0,4,2,1,1,4,5,10,2,2,3,1,1,1,13,9,9,4,64,3,3,1,2,1,2,10,12,5,4,2,7,4,7,5,6,8,2,17,3,0,4,5,0,2,2,6,5,26,5,1,8,8,0,3,6,0,3,0,19,4,5,2,9,1,2,2,5,9,4,8,7,7,2,0,2,7,2,3,3,10,1,14
left,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,2,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,2,1
left,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,5,0,0,1,1,0,1,0,1,1,1,0,9,3,0,3,0,0,5,1,0,0,0,2,0,1,2,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,2,0,0,2,4,0,1,0,1,3,0,0,0,0,2,6,2,0,0
left,0,0,1,0,2,3,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,3,0,0,4,2,0,0,10,0,1,1,0,3,0,0,2,0,1,1,0,0,0,0,1,0,2,0,0,2,2,0,0,0,0,0,0,1,0
left,1,1,2,2,0,0,3,1,12,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,5,1,1,7,0,0,0,0,1,0,2,5,0,0,7,1,0,0,1,5,0,1,0,0,0,2,3,0,0,0,0,0,4,1,0,2,0,0,1,0,0,0,1,3,1,0,0,2,0,0,0,1,0,0,1,1,0,2,1,1,0,0,0,0,3,0,0
left,7,0,3,1,0,3,0,4,1,6,5,5,2,4,0,2,6,3,5,0,7,0,2,2,3,2,0,1,2,2,2,1,3,0,8,1,9,0,13,0,0,2,0,4,19,1,2,2,6,1,0,2,2,7,1,4,6,6,16,4,3,3,4,1,7,3,0,1,4,10,1,5,0,3,7,0,1,7,0,0,2,5,6,0,0,5,1,10,1,0,2,3,6,1,4,0,1,1,3,12
left,5,0,0,0,2,2,0,3,0,1,2,2,0,2,0,0,0,2,0,1,3,1,0,1,0,1,2,0,0,3,0,2,0,1,3,2,9,2,1,10,2,5,0,0,1,0,1,2,1,0,0,2,0,0,0,0,1,0,0,2,1,1,2,3,2,1,0,1,1,0,3,18,1,0,1,2,0,1,0,0,0,1,5,0,0,4,0,2,1,0,2,0,0,0,1,0,1,8,0,2
left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0,2,0,3,2,0,0,0,0,1,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0
left,2,1,1,0,0,0,0,0,3,0,0,0,0,1,1,3,1,0,0,2,1,1,0,0,1,0,0,1,2,0,0,0,1,5,0,0,0,0,0,3,1,0,0,1,1,0,0,1,0,2,0,0,0,1,0,0,3,0,1,1,1,3,0,0,0,3,0,1,1,5,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,4,0,0,0,0
left,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,1,0,1,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,6,1,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,1
left,0,0,0,1,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,0,2,1,0,2,2,1,1,0,0,0,0,0,0,0,0
left,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,3,0,2,0,1,0,4,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,2,1,0,0,3,0,0,2,0,0,1,1,0,0,0,2,2,0,1,3,2,0,3,0,0,0,0,0,1,0,2,0,2
left,7,2,1,1,2,0,0,2,0,0,0,0,0,2,2,0,4,0,0,5,2,5,1,2,4,4,12,2,0,1,5,4,4,1,3,1,24,0,2,5,4,0,0,5,0,4,1,3,0,1,1,2,1,0,1,8,3,1,1,8,6,2,3,0,2,7,1,1,1,0,5,14,1,1,2,3,8,3,0,1,0,0,8,0,14,9,1,4,1,50,4,0,5,2,0,1,0,7,0,1
left,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,3,1,0,0,0,0,1,0,0,2,0,0,2,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0
left,1,0,1,0,0,0,0,1,0,4,1,0,1,0,0,0,1,0,2,0,1,2,0,0,0,0,0,2,0,2,0,0,0,7,0,0,1,9,0,0,1,2,0,1,5,1,0,6,0,0,0,1,0,3,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,0,2,0,1,1,0,1,0,0,5,1,0,0,0,0,4,0,0,3
left,2,2,6,5,0,0,5,7,4,0,1,0,6,9,0,3,18,0,0,5,2,0,0,2,0,2,0,0,1,1,1,3,2,0,17,4,12,2,2,0,3,0,0,4,0,0,2,0,0,1,8,12,12,3,4,1,1,2,0,8,6,1,4,1,5,0,1,4,4,1,2,1,0,3,1,0,4,4,0,0,0,3,5,0,0,20,2,10,4,0,12,0,0,7,10,1,9,6,16,16
left,0,0,2,1,0,1,1,0,10,4,4,0,0,0,1,0,1,0,1,0,1,0,0,0,2,1,0,0,0,0,1,0,0,1,7,0,14,0,0,1,1,0,0,0,3,2,0,0,1,0,0,1,1,1,1,3,0,0,2,0,0,0,0,2,1,2,1,0,0,0,0,1,0,2,3,0,0,3,0,0,1,1,1,1,0,2,1,3,3,0,2,0,0,2,0,0,0,10,0,3
left,1,2,1,2,0,0,2,0,0,0,1,0,1,2,0,17,0,0,0,2,0,14,1,0,3,0,4,0,0,4,2,0,23,31,13,2,11,0,0,8,1,0,6,1,0,0,0,3,0,1,0,3,0,1,1,1,5,1,0,5,2,1,0,0,0,2,0,0,3,0,7,1,0,1,2,15,2,2,1,0,0,3,9,0,12,20,3,2,2,0,0,0,2,0,2,3,4,0,4,9
left,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,0,1,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,0,3,0,0,2,12,0,0,0,1,9,2,1,0,2,1,0,0,0,0,0,0,1,0,0,2,0
left,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,8,0,1,0,1,0,2,0,0,1,0,1,1,1,1,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,6,1,0,0,0,0,0,1
left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,2,0,0,0,0,1
left,0,1,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,6,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,0,0,1,1,4,1,0,0,0,0,1,1,0,0,1,0,1,0,0
left,3,5,0,0,3,0,1,0,1,0,0,1,1,0,2,0,10,0,0,1,0,0,0,0,3,0,0,0,4,0,0,0,1,15,2,0,3,0,0,1,0,0,2,0,1,2,0,2,0,0,0,2,0,0,0,0,0,0,2,2,1,0,0,0,1,7,0,1,4,0,3,2,3,0,1,0,1,0,0,2,0,0,0,0,1,18,3,3,0,0,0,0,7,1,0,0,0,1,0,1
left,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,1,1,0,0,0,1,0,4,1,2,0,7,2,0,0,0,0,1,2,2,2,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,2,0,1,1,1,0,3
left,0,0,0,0,1,0,2,2,5,7,4,6,1,1,2,0,0,16,4,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,5,0,1,1,1,0,2,1,1,2,5,0,4,0,0,1,0,2,0,0,0,2,0,2,0,1,1,1,0,1,0,0,0,2,4,0,4,3,0,0,4,1,0,1,1,0,3,1,8
left,1,0,0,1,0,0,2,1,0,0,0,0,2,3,1,1,2,0,0,4,0,1,1,0,2,0,1,0,2,0,1,0,3,0,15,1,1,1,4,12,1,0,2,3,0,2,0,0,0,7,1,1,0,4,1,1,5,4,0,1,2,2,0,0,3,5,1,0,0,2,2,2,1,1,1,0,0,1,0,0,0,2,3,31,4,9,0,2,0,0,2,0,0,1,0,3,0,0,3,9
left,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,1
left,1,0,0,2,1,0,0,1,0,6,0,0,1,1,0,1,5,13,0,0,0,0,1,2,1,0,1,1,1,0,1,3,0,32,7,0,3,0,1,3,2,0,0,5,0,1,0,12,0,1,5,3,2,2,1,0,0,1,0,2,1,0,0,0,3,9,0,1,1,1,0,3,2,0,1,0,16,2,0,0,1,2,1,0,3,16,4,12,0,1,3,1,4,5,8,1,2,3,1,4
left,0,1,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,4,2,0,0,2,0,0,0,1,0,0,0,2,0,0,1,0,1,0,3,0,0,1,0,1,1,1,0,1,6,0,0,0,1,2,0,1,8,0,0,0,0,1,0,0,0,7,1,1,0,0,7,0,2,0,1,0,0,3,0,0,0,0,0,4,0,1,1
left,0,1,1,1,0,0,1,0,0,0,0,1,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,0,3,2,0,0,1,0,0,0,1,0,0,0,0,1,2,2,0,1,1,3,0,0,5,0,0,1,0,2,1,12,2,1,0,0,0,1,1,0,2,0,0,0,3,2,1,0,0,1,1,7,1,2,0,0,0,0,0,3,1,0,0,0,0,2
left,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,4,1,0,2,0,0,0,0,6,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,1,2,0,0,1,1,0,0,0,0,0,1,0,8,0,2,0,1,1,0,0,0,0,0,0,1,0,1,0,7
left,23,2,1,4,1,1,5,0,0,1,1,0,3,2,7,0,3,2,0,4,3,0,0,9,1,0,0,0,4,0,2,0,2,0,16,2,10,0,1,1,1,0,0,1,6,4,0,0,1,8,1,7,3,2,3,3,2,1,1,4,1,0,0,2,3,11,1,3,1,0,3,1,0,5,0,0,13,9,4,0,0,1,1,0,7,16,8,4,1,0,4,0,0,7,4,2,0,2,4,9
left,0,8,4,8,0,0,4,5,2,0,1,8,8,9,2,5,9,0,0,19,3,0,2,8,8,1,0,1,9,0,4,7,11,2,9,3,31,2,8,6,4,0,0,9,7,9,4,2,3,6,5,7,11,9,1,1,3,4,0,2,7,20,1,3,11,45,0,6,1,2,4,0,1,2,1,0,2,3,4,0,3,0,3,1,2,17,1,7,7,0,8,0,0,9,8,7,3,0,7,11
left,2,1,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,17,2,0,3,1,1,0,3,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,2,1,1,0,5,7,2,0,0,0,4,0,0,0,0,2,0,0,0,0,24,1,1,0,0,7,0,3,0,0,1,0,2,0,0,0,0,3,2,1,0,7
left,3,3,1,2,1,1,1,4,2,2,2,0,0,0,3,0,1,6,0,0,0,2,0,0,1,2,0,1,0,1,1,2,1,0,4,0,12,0,0,2,2,3,1,1,0,0,2,2,1,1,1,1,2,1,2,0,2,2,0,1,1,4,1,1,2,4,1,2,2,2,1,2,3,3,0,5,1,2,0,0,0,0,18,0,1,8,1,1,0,0,2,0,0,1,1,0,0,1,0,7
left,2,3,0,4,1,0,1,2,0,0,0,3,0,1,0,0,7,0,0,3,1,2,0,1,0,0,1,0,0,0,2,0,0,0,6,1,15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,1,0,1,0,1,0,4,0,1,0,1,3,1,3,1,0,0,4,0,0,2,0,1,3,0,0,0,1,2,0,1,19,0,3,0,11,3,0,1,1,4,1,0,0,2,0
left,0,2,0,3,1,1,5,2,4,8,1,0,0,2,0,0,0,2,2,2,0,0,0,1,0,2,0,0,0,3,2,0,0,3,2,0,4,0,1,1,1,0,1,3,7,0,1,3,3,3,4,3,5,2,3,0,1,0,1,0,2,0,0,1,0,15,2,0,1,2,0,0,0,0,0,0,2,1,0,2,2,0,2,0,0,14,0,1,6,0,3,6,11,2,3,1,1,11,0,5
left,0,0,1,1,0,0,4,4,0,2,0,0,0,5,2,0,0,0,0,7,0,0,4,4,2,1,0,0,0,1,2,0,0,2,3,9,3,0,1,0,3,9,1,6,0,4,0,0,0,0,2,7,0,1,2,4,0,18,0,0,5,0,1,0,9,15,1,0,2,0,5,0,3,1,20,0,11,0,0,0,2,2,0,0,10,30,1,11,1,1,3,0,1,3,6,5,0,1,14,10
left,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,2,2,1,1,1,0,1,1,0,0,1,0,1,0,2,0,1,0,0,0,0,0,2,0,1,0,0,1,4,0,0,1,0,0,0,0,0,0,0,1,0,1,6,0,0,0,14,0,3,0,0,0,2,0,2,0,0
left,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,3,0,0,12,1,0,0,1,0,1,1,0,0,0,1,0,1,0,2,2,4,0,0,0,7,2,0,1,0,0,2,2,0,0,0,0,0,4,2,1,0,1,0,1,0,5,2,0,1,5,0,0,1,14,0,0,6,1,5,0,1,0,1,0,2,0,1,0,1,2,3,3,0,0,0,1,0,1,0,2,0,0,0,0
left,3,0,0,0,0,1,0,0,6,0,0,0,1,1,0,0,2,0,1,1,4,1,0,0,0,2,0,0,2,0,1,0,0,0,2,0,7,0,1,0,0,0,1,0,4,0,0,0,1,0,0,0,3,1,1,0,0,0,0,2,1,3,0,1,1,2,0,1,0,5,0,7,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,2,0,6,0,0,2,0,0,1,0,2,0,2
left,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,2,2,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,2,0,0,1,1,1,0,5,2,0,0,1,0,0,0,0,0,5
left,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,1,0,0,1,1,0,4,0,0,0,1,0,0,0,0,1,0,2,1,0,1,1,0,0,1,3,0,0,0,1,1,0,1,0,2,5,3,0,0,1,1,0,0,0,5,0,2,1,2,5,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
left,0,2,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,16,0,0,0,0,0,0,1,1,1,0,2,0,6,1,5,0,0,8,2,9,4,0,1,0,0,1,1,3,1,1,0,0,1,0,8,2,0,0,0,0,0,0,2,1,0,0,1,0,0,0,2,3,0,3,2,0,0,0,0,2,0,1,4,7,0,1,0,0,0,0,1,0,0,0,0,0,2,0
left,4,0,3,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,2,0,0,0,1,1,2,0,0,2,0,2,0,0,0,0,0,5,0,1,2,3,0,0,0,0,0,0,0,0,1,7,2,0,0,0,1,0,1,1,0,0,1,0,2,0,0,0,1,3,1,5,1,1,0,0,0,0,2,0,0,0,9,0,1,2
left,0,1,1,1,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,2,0,2,1,3,0,1,5,0,3,0,0,12,2,0,4,1,0,0,0,2,0,1,0,0,0,1,3,0,0,1,0,1,0,0,0,0,1,7,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,6,0,1,5,0,2,0,0,0,0,0,0,0,0,0,12,1,0
left,3,3,0,0,0,1,4,2,3,0,0,0,9,1,5,0,5,0,36,1,1,1,3,1,2,3,0,3,0,2,1,0,0,6,7,0,2,1,2,1,2,1,0,5,1,2,0,4,0,1,2,2,1,3,4,2,0,0,3,4,3,5,4,2,2,5,0,0,1,34,0,0,2,0,3,0,1,3,0,0,1,0,2,0,0,7,0,7,0,0,1,3,1,0,2,2,0,2,2,11
left,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,3,0,3,0,0,0,0,0,1,0,0,1,0,0,8,2,0,0,4,0,1,4,0,0,0,1,0,0,4,0,0,0,1,0,0,2,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2,0,2,2,0,0,20,0,0,0,6,0,0,3,0,2,1,0,0,0,0,0,0,1,0,0,0,1
left,0,0,1,1,0,2,2,0,3,3,0,0,0,1,1,4,3,0,3,2,1,0,0,1,1,0,0,4,0,6,1,3,1,32,2,4,6,1,0,1,0,0,3,1,0,0,0,11,0,1,0,5,1,0,2,0,0,2,1,2,0,0,2,0,1,10,1,0,1,0,0,1,1,0,3,2,0,3,1,0,0,0,12,0,0,6,1,2,5,0,3,0,6,2,0,0,0,1,0,2
left,0,0,2,0,0,0,4,2,0,2,0,5,1,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,4,4,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,1,1,2,1,0,0,1,0,0,0,1,0,0,1,3,0,1,1,1,2,0,8,2,1,1,1,0,6,1,2,0,1,1,0,6,0,1,0,0,3,0,0,0,0,0,0,0,0,1
left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
left,0,0,1,0,1,0,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,1,3,2,1,1,5,1,0,0,0,1,3,2,2,0,0,0,3,1,1,0,0,3,0,0,1,0,3,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,1,0,9,1,2,0,0,0,0,0,1,1,4,0,0,0,0,0,4
left,1,0,2,1,0,0,0,2,0,1,0,3,5,4,0,3,6,0,0,7,1,1,0,0,1,0,0,0,1,0,2,1,0,16,5,1,2,4,0,0,3,0,2,4,0,1,0,0,2,9,3,2,0,2,1,0,1,0,1,1,1,0,0,1,2,12,0,5,0,0,0,3,1,0,3,0,3,0,9,0,3,0,2,12,2,10,1,3,1,1,0,2,7,0,4,2,2,0,0,4
left,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,1,0,4,0,5,0,0,1,1,0,0,2,0,1,0,0,0,0,0,2,0,1,1,4,0,0,0,3,1,0,0,0,1,4,0,0,2,0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,2,2,9,1,0,2,0,1,1,0,0,1,1
left,0,7,1,0,4,1,9,0,0,0,1,0,0,6,3,1,2,0,0,1,0,0,1,1,3,2,1,0,6,0,4,0,0,0,10,5,0,0,0,1,2,0,0,11,2,7,0,0,0,1,5,4,0,6,1,0,0,1,0,0,3,0,0,2,0,21,4,1,5,2,0,0,0,0,5,0,3,4,0,0,0,0,2,0,2,14,15,9,3,0,6,0,0,11,4,1,0,0,2,3
left,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,2,1,2,0,0,0,2,0,2,0,0,1,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
left,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,3,0,2,1,2,0,0,2,0,0,1,1,1,4,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,4,2,0,5,0,0,0,0,1,0,0,3,0,0,2,0,3,0,7,1,0,2,0,0,1,0,1,0,3
left,0,0,0,0,1,0,0,3,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,2,0,0,0,2,0,1,0,2,0,1,1,0,0,0,1,2,1,0,1,0,2,1,0,1,0,1,2,0,0,2,0,0,4,0,0,0,0,2,3,1,0,1,0,0,1,0,0,0,0,0,0,1,3,0,1,0,7,2,2,0,0,1,0,0,1,0,0
left,2,2,4,0,0,0,8,4,0,0,0,1,2,5,1,2,1,1,1,2,0,1,0,2,14,1,3,0,5,1,4,4,3,38,5,0,5,0,1,3,1,0,4,5,8,6,1,6,3,5,3,7,1,7,2,2,4,0,1,2,3,2,0,0,3,17,3,1,2,3,0,0,1,1,0,2,6,2,1,1,2,2,3,0,1,13,10,5,5,0,6,3,8,4,3,1,3,1,4,6
left,0,1,1,1,1,2,3,2,0,2,0,1,2,2,0,0,2,0,2,15,1,1,0,2,0,4,1,0,3,1,2,4,2,0,0,0,22,1,3,10,2,1,0,4,0,0,1,1,4,1,1,3,3,4,1,0,2,4,0,1,0,10,0,5,2,4,0,1,5,3,1,1,0,1,6,0,3,4,2,0,1,3,2,0,0,1,1,2,2,0,1,1,0,0,3,3,1,0,1,6
left,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,5,0,0,1,0,0,6,1,1,2,1,0,2,0,0,1,0,0,1,0,5,0,1,0,2,0,0,2,0,0,1,1,2,0,2,0,0,1,0,0,0,0,0,1,1,2,2,2,2,1,3,0,3,1,0,1,0,0,2,0,2,0,3,1,0,0,1,2,1,2,0,0,0
left,1,0,1,1,0,0,4,3,0,1,0,1,0,0,0,2,0,0,0,2,0,1,0,0,4,0,0,0,1,0,1,0,0,11,8,1,5,0,0,0,0,0,2,3,1,1,0,6,1,0,0,1,0,0,0,2,0,0,1,1,1,0,0,0,3,4,2,2,0,1,6,0,2,0,0,1,1,2,9,0,0,1,2,0,0,13,0,2,0,0,1,0,2,2,1,0,2,0,0,2
left,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,5,0,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1
left,0,2,0,1,8,0,0,2,0,2,0,0,0,0,0,0,1,0,1,1,1,0,0,2,0,0,0,0,1,0,1,0,0,2,2,2,8,2,0,0,2,2,1,0,2,0,0,0,0,1,1,3,2,1,1,2,1,0,2,0,0,0,0,2,2,3,1,0,0,1,0,0,4,1,1,0,0,0,2,2,1,1,2,0,0,4,0,2,0,0,3,0,1,0,0,0,0,0,1,4
left,0,4,1,2,0,0,1,2,3,12,1,0,18,1,0,6,2,4,4,2,1,4,0,5,2,1,2,0,2,2,1,0,1,67,9,3,5,1,0,1,0,1,1,2,1,2,4,6,0,0,1,3,0,4,1,0,0,1,2,2,1,3,1,0,1,1,0,1,3,2,0,2,2,4,0,1,1,0,2,1,0,0,7,0,1,9,0,4,1,0,5,5,6,1,1,1,2,0,1,4
left,2,2,4,1,2,0,0,6,2,20,0,0,3,2,0,2,1,15,0,11,4,6,0,4,0,2,51,0,0,8,1,3,6,1,10,2,1,3,1,0,5,2,1,3,0,0,2,15,1,0,0,3,0,3,1,0,3,3,0,4,2,6,12,2,2,12,3,2,4,1,2,2,2,3,4,13,8,3,3,0,0,2,34,1,1,16,1,3,1,14,2,0,2,1,2,4,0,1,1,4
